ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Year,Month
Big Street ATM,2016-03-01,51.0,17.0,224900.0,111100.0,Tuesday,NH,H,HHW,2016,March
Big Street ATM,2016-03-01,42.0,24.0,180755.0,137060.0,Tuesday,NA,NA,NA,2016,March
Christ College ATM,2016-03-01,160.0,62.0,710300.0,319800.0,Tuesday,NH,H,HHW,2016,March
KK Nagar ATM,2016-03-01,126.0,48.0,324000.0,99200.0,Tuesday,NH,H,HHW,2016,March
Airport ATM,2016-03-02,43.0,38.0,293200.0,277000.0,Wednesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-02,160.0,44.0,570300.0,182600.0,Wednesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-02,103.0,77.0,599635.0,487638.0,Wednesday,NA,NA,NA,2016,March
Christ College ATM,2016-03-02,149.0,81.0,1010700.0,648800.0,Wednesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-02,40.0,37.0,81600.0,77100.0,Wednesday,NH,W,WWW,2016,March
Airport ATM,2016-03-03,85.0,63.0,443800.0,354400.0,Thursday,NH,W,WWW,2016,March
Big Street ATM,2016-03-03,112.0,34.0,408654.0,175336.0,Thursday,NA,NA,NA,2016,March
Christ College ATM,2016-03-03,137.0,65.0,742200.0,427600.0,Thursday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-03,97.0,68.0,737000.0,573900.0,Thursday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-03,52.0,34.0,324900.0,279700.0,Thursday,NH,W,WWW,2016,March
Airport ATM,2016-03-04,46.0,34.0,307200.0,256800.0,Friday,NH,H,HHW,2016,March
Big Street ATM,2016-03-04,90.0,26.0,391200.0,154300.0,Friday,NH,H,HHW,2016,March
Christ College ATM,2016-03-04,164.0,73.0,638600.0,284400.0,Friday,NH,H,HHW,2016,March
KK Nagar ATM,2016-03-04,158.0,158.0,816000.0,816000.0,Friday,NH,H,HHW,2016,March
Mount Road ATM,2016-03-04,16.0,9.0,57900.0,36400.0,Friday,NH,H,HHW,2016,March
Airport ATM,2016-03-05,9.0,6.0,46800.0,36000.0,Saturday,NH,W,WWW,2016,March
Big Street ATM,2016-03-05,102.0,38.0,340400.0,178100.0,Saturday,NH,W,WWW,2016,March
Big Street ATM,2016-03-05,42.0,24.0,180755.0,137060.0,Saturday,NA,NA,NA,2016,March
Christ College ATM,2016-03-05,121.0,57.0,626200.0,325200.0,Saturday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-05,119.0,81.0,738700.0,530300.0,Saturday,NH,W,WWW,2016,March
Airport ATM,2016-03-06,3.0,3.0,2600.0,2600.0,Sunday,NH,W,WWH,2016,March
Big Street ATM,2016-03-06,167.0,59.0,562800.0,270600.0,Sunday,NH,W,WWH,2016,March
Christ College ATM,2016-03-06,98.0,45.0,501800.0,266600.0,Sunday,NH,W,WWH,2016,March
KK Nagar ATM,2016-03-06,63.0,47.0,280000.0,212800.0,Sunday,NH,W,WWH,2016,March
Mount Road ATM,2016-03-06,1.0,1.0,3500.0,3500.0,Sunday,NH,W,WWH,2016,March
Airport ATM,2016-03-07,38.0,28.0,244300.0,188800.0,Monday,NH,H,HHW,2016,March
Big Street ATM,2016-03-07,126.0,27.0,508100.0,171400.0,Monday,NH,H,HHW,2016,March
Big Street ATM,2016-03-07,124.0,62.0,606538.0,368650.0,Monday,NA,NA,NA,2016,March
Big Street ATM,2016-03-07,42.0,24.0,180755.0,137060.0,Monday,NA,NA,NA,2016,March
KK Nagar ATM,2016-03-07,109.0,78.0,594700.0,475100.0,Monday,NH,H,HHW,2016,March
Big Street ATM,2016-03-08,54.0,40.0,278342.0,227946.0,Tuesday,NA,NA,NA,2016,March
Big Street ATM,2016-03-08,106.0,34.0,443800.0,155500.0,Tuesday,NH,W,WWW,2016,March
Christ College ATM,2016-03-08,201.0,103.0,1165100.0,717100.0,Tuesday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-08,32.0,25.0,217000.0,187500.0,Tuesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-08,38.0,13.0,138000.0,69500.0,Tuesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-09,54.0,40.0,278342.0,227946.0,Wednesday,NA,NA,NA,2016,March
Big Street ATM,2016-03-09,120.0,30.0,502100.0,204000.0,Wednesday,NH,H,WHH,2016,March
Big Street ATM,2016-03-09,124.0,62.0,606538.0,368650.0,Wednesday,NA,NA,NA,2016,March
KK Nagar ATM,2016-03-09,70.0,57.0,336900.0,278400.0,Wednesday,NH,H,WHH,2016,March
Mount Road ATM,2016-03-09,7.0,4.0,17000.0,7000.0,Wednesday,NH,H,WHH,2016,March
Airport ATM,2016-03-10,61.0,43.0,315400.0,210100.0,Thursday,NH,W,HWW,2016,March
Big Street ATM,2016-03-10,96.0,25.0,439200.0,182400.0,Thursday,NH,W,HWW,2016,March
Christ College ATM,2016-03-10,82.0,46.0,444600.0,321000.0,Thursday,NH,W,HWW,2016,March
KK Nagar ATM,2016-03-10,80.0,57.0,626700.0,516700.0,Thursday,NH,W,HWW,2016,March
Mount Road ATM,2016-03-10,87.0,40.0,523500.0,319000.0,Thursday,NH,W,HWW,2016,March
Big Street ATM,2016-03-11,54.0,40.0,278342.0,227946.0,Friday,NA,NA,NA,2016,March
Big Street ATM,2016-03-11,126.0,36.0,646700.0,255800.0,Friday,NH,W,WWW,2016,March
Christ College ATM,2016-03-11,54.0,25.0,309700.0,162700.0,Friday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-11,89.0,49.0,436900.0,250200.0,Friday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-11,15.0,13.0,57800.0,53300.0,Friday,NH,W,WWW,2016,March
Big Street ATM,2016-03-12,54.0,40.0,278342.0,227946.0,Saturday,NA,NA,NA,2016,March
Big Street ATM,2016-03-12,112.0,34.0,408654.0,175336.0,Saturday,NA,NA,NA,2016,March
Big Street ATM,2016-03-12,124.0,62.0,606538.0,368650.0,Saturday,NA,NA,NA,2016,March
Big Street ATM,2016-03-12,103.0,77.0,599635.0,487638.0,Saturday,NA,NA,NA,2016,March
Big Street ATM,2016-03-12,42.0,24.0,180755.0,137060.0,Saturday,NA,NA,NA,2016,March
Airport ATM,2016-03-13,46.0,31.0,268300.0,216100.0,Sunday,NH,H,HHW,2016,March
Big Street ATM,2016-03-13,152.0,49.0,493800.0,228600.0,Sunday,NH,H,HHW,2016,March
Christ College ATM,2016-03-13,134.0,53.0,513300.0,250000.0,Sunday,NH,H,HHW,2016,March
KK Nagar ATM,2016-03-13,155.0,124.0,834400.0,754800.0,Sunday,NH,H,HHW,2016,March
Mount Road ATM,2016-03-13,111.0,47.0,281500.0,178500.0,Sunday,NH,H,HHW,2016,March
Airport ATM,2016-03-14,53.0,36.0,214500.0,185800.0,Monday,NH,W,HWW,2016,March
Big Street ATM,2016-03-14,135.0,52.0,454700.0,226200.0,Monday,NH,W,HWW,2016,March
Christ College ATM,2016-03-14,153.0,66.0,754200.0,445200.0,Monday,NH,W,HWW,2016,March
KK Nagar ATM,2016-03-14,156.0,128.0,969100.0,821100.0,Monday,NH,W,HWW,2016,March
Mount Road ATM,2016-03-14,64.0,37.0,257100.0,216900.0,Monday,NH,W,HWW,2016,March
Airport ATM,2016-03-15,33.0,28.0,143700.0,140200.0,Tuesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-15,140.0,40.0,580700.0,214800.0,Tuesday,NH,W,WWW,2016,March
Christ College ATM,2016-03-15,127.0,64.0,602200.0,392500.0,Tuesday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-15,116.0,87.0,635200.0,531100.0,Tuesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-15,34.0,21.0,210500.0,192300.0,Tuesday,NH,W,WWW,2016,March
Airport ATM,2016-03-16,69.0,61.0,400400.0,383700.0,Wednesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-16,130.0,37.0,501400.0,222100.0,Wednesday,NH,W,WWW,2016,March
Christ College ATM,2016-03-16,121.0,62.0,569800.0,373900.0,Wednesday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-16,85.0,65.0,599900.0,501100.0,Wednesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-16,48.0,32.0,317200.0,282000.0,Wednesday,NH,W,WWW,2016,March
Airport ATM,2016-03-17,109.0,82.0,498900.0,407100.0,Thursday,NH,W,WWW,2016,March
Big Street ATM,2016-03-17,117.0,36.0,398100.0,232300.0,Thursday,NH,W,WWW,2016,March
Big Street ATM,2016-03-17,42.0,24.0,180755.0,137060.0,Thursday,NA,NA,NA,2016,March
Christ College ATM,2016-03-17,140.0,71.0,729700.0,470700.0,Thursday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-17,107.0,83.0,770500.0,668000.0,Thursday,NH,W,WWW,2016,March
Airport ATM,2016-03-18,125.0,90.0,608700.0,504300.0,Friday,NH,W,WWH,2016,March
Big Street ATM,2016-03-18,119.0,42.0,441200.0,279100.0,Friday,NH,W,WWH,2016,March
Big Street ATM,2016-03-18,103.0,77.0,599635.0,487638.0,Friday,NA,NA,NA,2016,March
Big Street ATM,2016-03-18,42.0,24.0,180755.0,137060.0,Friday,NA,NA,NA,2016,March
Christ College ATM,2016-03-18,103.0,54.0,462500.0,254500.0,Friday,NH,W,WWH,2016,March
Airport ATM,2016-03-19,31.0,23.0,141800.0,104300.0,Saturday,NH,H,WHH,2016,March
Big Street ATM,2016-03-19,101.0,31.0,273000.0,102400.0,Saturday,NH,H,WHH,2016,March
Big Street ATM,2016-03-19,42.0,24.0,180755.0,137060.0,Saturday,NA,NA,NA,2016,March
Christ College ATM,2016-03-19,125.0,63.0,611800.0,379600.0,Saturday,NH,H,WHH,2016,March
KK Nagar ATM,2016-03-19,156.0,119.0,1052100.0,872400.0,Saturday,NH,H,WHH,2016,March
Airport ATM,2016-03-20,82.0,55.0,221200.0,182300.0,Sunday,NH,H,HHW,2016,March
Big Street ATM,2016-03-20,150.0,46.0,605700.0,246500.0,Sunday,NH,H,HHW,2016,March
Christ College ATM,2016-03-20,107.0,50.0,308500.0,155400.0,Sunday,NH,H,HHW,2016,March
KK Nagar ATM,2016-03-20,127.0,88.0,497400.0,405800.0,Sunday,NH,H,HHW,2016,March
Mount Road ATM,2016-03-20,62.0,25.0,191500.0,111800.0,Sunday,NH,H,HHW,2016,March
Airport ATM,2016-03-21,86.0,59.0,328800.0,197900.0,Monday,NH,W,HWW,2016,March
Big Street ATM,2016-03-21,134.0,55.0,558400.0,326800.0,Monday,NH,W,HWW,2016,March
Christ College ATM,2016-03-21,146.0,74.0,740600.0,484900.0,Monday,NH,W,HWW,2016,March
KK Nagar ATM,2016-03-21,118.0,86.0,736200.0,603400.0,Monday,NH,W,HWW,2016,March
Mount Road ATM,2016-03-21,54.0,31.0,265600.0,200800.0,Monday,NH,W,HWW,2016,March
Airport ATM,2016-03-22,63.0,52.0,267800.0,248900.0,Tuesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-22,127.0,37.0,467500.0,235100.0,Tuesday,NH,W,WWW,2016,March
Christ College ATM,2016-03-22,129.0,58.0,650000.0,385000.0,Tuesday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-22,73.0,63.0,489600.0,448700.0,Tuesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-22,48.0,32.0,191300.0,146700.0,Tuesday,NH,W,WWW,2016,March
Airport ATM,2016-03-23,71.0,51.0,416000.0,329500.0,Wednesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-23,143.0,52.0,453900.0,164800.0,Wednesday,NH,W,WWW,2016,March
Christ College ATM,2016-03-23,104.0,65.0,505900.0,320000.0,Wednesday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-23,83.0,67.0,505200.0,446300.0,Wednesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-23,22.0,14.0,43200.0,38500.0,Wednesday,NH,W,WWW,2016,March
Airport ATM,2016-03-24,50.0,39.0,240200.0,222800.0,Thursday,NH,W,WWH,2016,March
Big Street ATM,2016-03-24,26.0,5.0,53800.0,4400.0,Thursday,NH,W,WWH,2016,March
Big Street ATM,2016-03-24,42.0,24.0,180755.0,137060.0,Thursday,NA,NA,NA,2016,March
Christ College ATM,2016-03-24,117.0,63.0,675900.0,495400.0,Thursday,NH,W,WWH,2016,March
KK Nagar ATM,2016-03-24,107.0,76.0,761000.0,586400.0,Thursday,NH,W,WWH,2016,March
Big Street ATM,2016-03-25,54.0,40.0,278342.0,227946.0,Friday,NA,NA,NA,2016,March
Big Street ATM,2016-03-25,99.0,19.0,222900.0,55800.0,Friday,C,H,WHH,2016,March
Big Street ATM,2016-03-25,42.0,24.0,180755.0,137060.0,Friday,NA,NA,NA,2016,March
Christ College ATM,2016-03-25,26.0,20.0,103100.0,96800.0,Friday,C,H,WHH,2016,March
KK Nagar ATM,2016-03-25,179.0,131.0,889900.0,716500.0,Friday,C,H,WHH,2016,March
Airport ATM,2016-03-26,35.0,25.0,124800.0,112200.0,Saturday,NH,H,HHH,2016,March
Big Street ATM,2016-03-26,124.0,32.0,384700.0,143100.0,Saturday,NH,H,HHH,2016,March
Big Street ATM,2016-03-26,124.0,62.0,606538.0,368650.0,Saturday,NA,NA,NA,2016,March
Big Street ATM,2016-03-26,42.0,24.0,180755.0,137060.0,Saturday,NA,NA,NA,2016,March
KK Nagar ATM,2016-03-26,18.0,17.0,50500.0,48500.0,Saturday,NH,H,HHH,2016,March
Airport ATM,2016-03-27,13.0,7.0,96700.0,72500.0,Sunday,NH,H,HHW,2016,March
Big Street ATM,2016-03-27,105.0,31.0,240300.0,84900.0,Sunday,NH,H,HHW,2016,March
Big Street ATM,2016-03-27,124.0,62.0,606538.0,368650.0,Sunday,NA,NA,NA,2016,March
Big Street ATM,2016-03-27,103.0,77.0,599635.0,487638.0,Sunday,NA,NA,NA,2016,March
Big Street ATM,2016-03-27,42.0,24.0,180755.0,137060.0,Sunday,NA,NA,NA,2016,March
Airport ATM,2016-03-28,36.0,26.0,330000.0,293700.0,Monday,NH,W,HWW,2016,March
Big Street ATM,2016-03-28,55.0,16.0,173100.0,75900.0,Monday,NH,W,HWW,2016,March
Christ College ATM,2016-03-28,137.0,76.0,592600.0,440500.0,Monday,NH,W,HWW,2016,March
KK Nagar ATM,2016-03-28,154.0,107.0,975500.0,725000.0,Monday,NH,W,HWW,2016,March
Mount Road ATM,2016-03-28,19.0,14.0,83100.0,62600.0,Monday,NH,W,HWW,2016,March
Airport ATM,2016-03-29,48.0,30.0,191400.0,145000.0,Tuesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-29,112.0,34.0,408654.0,175336.0,Tuesday,NA,NA,NA,2016,March
Big Street ATM,2016-03-29,103.0,77.0,599635.0,487638.0,Tuesday,NA,NA,NA,2016,March
Christ College ATM,2016-03-29,109.0,59.0,424900.0,307200.0,Tuesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-29,40.0,20.0,103000.0,74300.0,Tuesday,NH,W,WWW,2016,March
Airport ATM,2016-03-30,79.0,58.0,380400.0,305300.0,Wednesday,NH,W,WWW,2016,March
Big Street ATM,2016-03-30,38.0,11.0,82200.0,19800.0,Wednesday,NH,W,WWW,2016,March
Christ College ATM,2016-03-30,134.0,75.0,713100.0,463800.0,Wednesday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-30,107.0,86.0,715100.0,608400.0,Wednesday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-30,45.0,31.0,229800.0,195800.0,Wednesday,NH,W,WWW,2016,March
Airport ATM,2016-03-31,94.0,66.0,690000.0,532300.0,Thursday,NH,W,WWW,2016,March
Big Street ATM,2016-03-31,105.0,33.0,427400.0,181000.0,Thursday,NH,W,WWW,2016,March
Christ College ATM,2016-03-31,142.0,84.0,662700.0,396300.0,Thursday,NH,W,WWW,2016,March
KK Nagar ATM,2016-03-31,3.0,3.0,1000.0,1000.0,Thursday,NH,W,WWW,2016,March
Mount Road ATM,2016-03-31,45.0,24.0,237100.0,195500.0,Thursday,NH,W,WWW,2016,March
Airport ATM,2016-04-01,23.0,20.0,74400.0,65400.0,Friday,NH,W,HWW,2016,April
Big Street ATM,2016-04-01,115.0,30.0,466400.0,168500.0,Friday,NH,W,HWW,2016,April
Big Street ATM,2016-04-01,118.0,55.0,577131.0,332192.0,Friday,NA,NA,NA,2016,April
Big Street ATM,2016-04-01,104.0,78.0,590962.0,481167.0,Friday,NA,NA,NA,2016,April
Big Street ATM,2016-04-01,42.0,23.0,183741.0,118195.0,Friday,NA,NA,NA,2016,April
Airport ATM,2016-04-02,22.0,11.0,95400.0,38700.0,Saturday,NH,W,WWW,2016,April
Big Street ATM,2016-04-02,134.0,44.0,588600.0,299000.0,Saturday,NH,W,WWW,2016,April
Christ College ATM,2016-04-02,147.0,79.0,731100.0,448800.0,Saturday,NH,W,WWW,2016,April
KK Nagar ATM,2016-04-02,123.0,100.0,851500.0,749800.0,Saturday,NH,W,WWW,2016,April
Mount Road ATM,2016-04-02,149.0,82.0,772100.0,483900.0,Saturday,NH,W,WWW,2016,April
Airport ATM,2016-04-03,73.0,60.0,348600.0,311900.0,Sunday,NH,W,WWH,2016,April
Big Street ATM,2016-04-03,113.0,37.0,345000.0,150600.0,Sunday,NH,W,WWH,2016,April
Christ College ATM,2016-04-03,135.0,71.0,800300.0,523700.0,Sunday,NH,W,WWH,2016,April
KK Nagar ATM,2016-04-03,184.0,136.0,977200.0,800900.0,Sunday,NH,W,WWH,2016,April
Mount Road ATM,2016-04-03,106.0,64.0,462700.0,377200.0,Sunday,NH,W,WWH,2016,April
Airport ATM,2016-04-04,35.0,28.0,288400.0,245800.0,Monday,NH,W,HWW,2016,April
Big Street ATM,2016-04-04,111.0,29.0,480600.0,129600.0,Monday,NH,W,HWW,2016,April
Big Street ATM,2016-04-04,118.0,55.0,577131.0,332192.0,Monday,NA,NA,NA,2016,April
KK Nagar ATM,2016-04-04,36.0,31.0,125100.0,111600.0,Monday,NH,W,HWW,2016,April
Mount Road ATM,2016-04-04,47.0,35.0,240100.0,192900.0,Monday,NH,W,HWW,2016,April
Airport ATM,2016-04-05,53.0,41.0,281800.0,257700.0,Tuesday,NH,W,WWW,2016,April
Big Street ATM,2016-04-05,80.0,18.0,312600.0,82500.0,Tuesday,NH,W,WWW,2016,April
Big Street ATM,2016-04-05,104.0,78.0,590962.0,481167.0,Tuesday,NA,NA,NA,2016,April
Christ College ATM,2016-04-05,129.0,68.0,672300.0,392300.0,Tuesday,NH,W,WWW,2016,April
Mount Road ATM,2016-04-05,18.0,10.0,42500.0,29500.0,Tuesday,NH,W,WWW,2016,April
Big Street ATM,2016-04-06,46.0,36.0,288490.0,250115.0,Wednesday,NA,NA,NA,2016,April
Big Street ATM,2016-04-06,160.0,44.0,661600.0,203900.0,Wednesday,NH,H,WHH,2016,April
Christ College ATM,2016-04-06,130.0,57.0,754300.0,365500.0,Wednesday,NH,H,WHH,2016,April
KK Nagar ATM,2016-04-06,110.0,69.0,508000.0,369800.0,Wednesday,NH,H,WHH,2016,April
Mount Road ATM,2016-04-06,19.0,19.0,145500.0,145500.0,Wednesday,NH,H,WHH,2016,April
Airport ATM,2016-04-07,57.0,43.0,395600.0,336300.0,Thursday,NH,W,HWW,2016,April
Big Street ATM,2016-04-07,92.0,24.0,458900.0,194300.0,Thursday,NH,W,HWW,2016,April
Christ College ATM,2016-04-07,187.0,81.0,1007800.0,486900.0,Thursday,NH,W,HWW,2016,April
KK Nagar ATM,2016-04-07,105.0,74.0,610400.0,417000.0,Thursday,NH,W,HWW,2016,April
Mount Road ATM,2016-04-07,20.0,12.0,80500.0,67500.0,Thursday,NH,W,HWW,2016,April
Big Street ATM,2016-04-08,46.0,36.0,288490.0,250115.0,Friday,NA,NA,NA,2016,April
Big Street ATM,2016-04-08,63.0,17.0,229200.0,48900.0,Friday,NH,W,WWW,2016,April
Christ College ATM,2016-04-08,148.0,98.0,871300.0,667700.0,Friday,NH,W,WWW,2016,April
KK Nagar ATM,2016-04-08,38.0,30.0,208600.0,184400.0,Friday,NH,W,WWW,2016,April
Mount Road ATM,2016-04-08,87.0,21.0,374000.0,98500.0,Friday,NH,W,WWW,2016,April
Big Street ATM,2016-04-09,46.0,36.0,288490.0,250115.0,Saturday,NA,NA,NA,2016,April
Big Street ATM,2016-04-09,175.0,34.0,620600.0,128600.0,Saturday,NH,H,HHH,2016,April
Christ College ATM,2016-04-09,163.0,77.0,778900.0,485800.0,Saturday,NH,H,HHH,2016,April
KK Nagar ATM,2016-04-09,33.0,27.0,221800.0,201400.0,Saturday,NH,H,HHH,2016,April
Mount Road ATM,2016-04-09,89.0,39.0,375000.0,196000.0,Saturday,NH,H,HHH,2016,April
Airport ATM,2016-04-10,77.0,58.0,475400.0,398900.0,Sunday,NH,W,WWW,2016,April
Big Street ATM,2016-04-10,102.0,16.0,316100.0,66600.0,Sunday,NH,W,WWW,2016,April
Christ College ATM,2016-04-10,140.0,72.0,639300.0,349100.0,Sunday,NH,W,WWW,2016,April
KK Nagar ATM,2016-04-10,84.0,66.0,550500.0,448600.0,Sunday,NH,W,WWW,2016,April
Mount Road ATM,2016-04-10,39.0,18.0,210000.0,127000.0,Sunday,NH,W,WWW,2016,April
Big Street ATM,2016-04-11,46.0,36.0,288490.0,250115.0,Monday,NA,NA,NA,2016,April
Big Street ATM,2016-04-11,100.0,23.0,397000.0,178200.0,Monday,NH,W,WWH,2016,April
Christ College ATM,2016-04-11,1.0,0.0,2000.0,0.0,Monday,NH,W,WWH,2016,April
KK Nagar ATM,2016-04-11,97.0,59.0,587800.0,408500.0,Monday,NH,W,WWH,2016,April
Mount Road ATM,2016-04-11,36.0,32.0,161200.0,157200.0,Monday,NH,W,WWH,2016,April
Big Street ATM,2016-04-12,46.0,36.0,288490.0,250115.0,Tuesday,NA,NA,NA,2016,April
Big Street ATM,2016-04-12,111.0,33.0,414886.0,174879.0,Tuesday,NA,NA,NA,2016,April
Big Street ATM,2016-04-12,118.0,55.0,577131.0,332192.0,Tuesday,NA,NA,NA,2016,April
Big Street ATM,2016-04-12,104.0,78.0,590962.0,481167.0,Tuesday,NA,NA,NA,2016,April
Big Street ATM,2016-04-12,42.0,23.0,183741.0,118195.0,Tuesday,NA,NA,NA,2016,April
Airport ATM,2016-04-13,71.0,51.0,475800.0,375200.0,Wednesday,NH,W,WWH,2016,April
Big Street ATM,2016-04-13,142.0,53.0,654800.0,380900.0,Wednesday,NH,W,WWH,2016,April
Christ College ATM,2016-04-13,185.0,75.0,1005600.0,536800.0,Wednesday,NH,W,WWH,2016,April
KK Nagar ATM,2016-04-13,132.0,113.0,782100.0,721400.0,Wednesday,NH,W,WWH,2016,April
Mount Road ATM,2016-04-13,29.0,14.0,89900.0,45500.0,Wednesday,NH,W,WWH,2016,April
Big Street ATM,2016-04-14,46.0,36.0,288490.0,250115.0,Thursday,NA,NA,NA,2016,April
Big Street ATM,2016-04-14,45.0,13.0,144600.0,46700.0,Thursday,N,H,WHW,2016,April
Big Street ATM,2016-04-14,42.0,23.0,183741.0,118195.0,Thursday,NA,NA,NA,2016,April
Christ College ATM,2016-04-14,147.0,37.0,348300.0,92800.0,Thursday,N,H,WHW,2016,April
KK Nagar ATM,2016-04-14,31.0,23.0,169500.0,129500.0,Thursday,N,H,WHW,2016,April
Airport ATM,2016-04-15,16.0,14.0,96800.0,91200.0,Friday,NH,W,HWH,2016,April
Big Street ATM,2016-04-15,111.0,33.0,414886.0,174879.0,Friday,NA,NA,NA,2016,April
Big Street ATM,2016-04-15,104.0,78.0,590962.0,481167.0,Friday,NA,NA,NA,2016,April
Christ College ATM,2016-04-15,186.0,83.0,905000.0,502600.0,Friday,NH,W,HWH,2016,April
Mount Road ATM,2016-04-15,14.0,11.0,60000.0,47700.0,Friday,NH,W,HWH,2016,April
Airport ATM,2016-04-16,62.0,51.0,405900.0,364300.0,Saturday,NH,H,WHH,2016,April
Big Street ATM,2016-04-16,112.0,40.0,452700.0,214100.0,Saturday,NH,H,WHH,2016,April
Christ College ATM,2016-04-16,161.0,82.0,882500.0,631700.0,Saturday,NH,H,WHH,2016,April
KK Nagar ATM,2016-04-16,147.0,109.0,865000.0,737000.0,Saturday,NH,H,WHH,2016,April
Mount Road ATM,2016-04-16,30.0,12.0,61700.0,19700.0,Saturday,NH,H,WHH,2016,April
Airport ATM,2016-04-17,69.0,55.0,302400.0,286800.0,Sunday,NH,H,HHW,2016,April
Big Street ATM,2016-04-17,118.0,30.0,376800.0,136800.0,Sunday,NH,H,HHW,2016,April
Big Street ATM,2016-04-17,42.0,23.0,183741.0,118195.0,Sunday,NA,NA,NA,2016,April
Christ College ATM,2016-04-17,4.0,2.0,900.0,300.0,Sunday,NH,H,HHW,2016,April
KK Nagar ATM,2016-04-17,100.0,74.0,349300.0,283700.0,Sunday,NH,H,HHW,2016,April
Airport ATM,2016-04-18,63.0,54.0,441700.0,410400.0,Monday,NH,W,HWH,2016,April
Big Street ATM,2016-04-18,152.0,62.0,643300.0,360400.0,Monday,NH,W,HWH,2016,April
Christ College ATM,2016-04-18,99.0,42.0,351700.0,175100.0,Monday,NH,W,HWH,2016,April
KK Nagar ATM,2016-04-18,96.0,74.0,588400.0,489100.0,Monday,NH,W,HWH,2016,April
Mount Road ATM,2016-04-18,16.0,11.0,60000.0,38200.0,Monday,NH,W,HWH,2016,April
Airport ATM,2016-04-19,50.0,41.0,405200.0,351200.0,Tuesday,H,H,WHW,2016,April
Big Street ATM,2016-04-19,140.0,46.0,516400.0,267600.0,Tuesday,H,H,WHW,2016,April
Big Street ATM,2016-04-19,42.0,23.0,183741.0,118195.0,Tuesday,NA,NA,NA,2016,April
Christ College ATM,2016-04-19,100.0,48.0,529200.0,268800.0,Tuesday,H,H,WHW,2016,April
KK Nagar ATM,2016-04-19,60.0,45.0,329400.0,254800.0,Tuesday,H,H,WHW,2016,April
Airport ATM,2016-04-20,27.0,19.0,203400.0,177500.0,Wednesday,NH,W,HWW,2016,April
Big Street ATM,2016-04-20,133.0,42.0,442300.0,243800.0,Wednesday,NH,W,HWW,2016,April
Christ College ATM,2016-04-20,149.0,68.0,629900.0,284800.0,Wednesday,NH,W,HWW,2016,April
KK Nagar ATM,2016-04-20,130.0,92.0,835800.0,631800.0,Wednesday,NH,W,HWW,2016,April
Mount Road ATM,2016-04-20,27.0,17.0,60000.0,28200.0,Wednesday,NH,W,HWW,2016,April
Big Street ATM,2016-04-21,46.0,36.0,288490.0,250115.0,Thursday,NA,NA,NA,2016,April
Big Street ATM,2016-04-21,99.0,22.0,276400.0,85800.0,Thursday,NH,W,WWW,2016,April
Big Street ATM,2016-04-21,104.0,78.0,590962.0,481167.0,Thursday,NA,NA,NA,2016,April
Christ College ATM,2016-04-21,12.0,3.0,63200.0,26000.0,Thursday,NH,W,WWW,2016,April
Mount Road ATM,2016-04-21,18.0,9.0,43500.0,37100.0,Thursday,NH,W,WWW,2016,April
Big Street ATM,2016-04-22,46.0,36.0,288490.0,250115.0,Friday,NA,NA,NA,2016,April
Big Street ATM,2016-04-22,134.0,50.0,547900.0,245000.0,Friday,NH,W,WWH,2016,April
Christ College ATM,2016-04-22,89.0,46.0,451100.0,271300.0,Friday,NH,W,WWH,2016,April
KK Nagar ATM,2016-04-22,77.0,65.0,459000.0,413900.0,Friday,NH,W,WWH,2016,April
Mount Road ATM,2016-04-22,21.0,16.0,181300.0,145300.0,Friday,NH,W,WWH,2016,April
Big Street ATM,2016-04-23,46.0,36.0,288490.0,250115.0,Saturday,NA,NA,NA,2016,April
